trial,sample,selector,rank,deficiency,full_rank
455,0,guided,256,0,1
455,1,uniform,256,0,1
455,1,stratified_beta_0,256,0,1
455,1,guided,256,0,1
456,0,uniform,256,0,1
456,0,stratified_beta_0,256,0,1
456,0,guided,256,0,1
456,1,uniform,256,0,1
456,1,stratified_beta_0,256,0,1
456,1,guided,256,0,1
457,0,uniform,256,0,1
457,0,stratified_beta_0,256,0,1
457,0,guided,256,0,1
457,1,uniform,256,0,1
457,1,stratified_beta_0,256,0,1
457,1,guided,256,0,1
458,0,uniform,256,0,1
458,0,stratified_beta_0,256,0,1
458,0,guided,256,0,1
458,1,uniform,256,0,1
458,1,stratified_beta_0,256,0,1
458,1,guided,256,0,1
459,0,uniform,256,0,1
459,0,stratified_beta_0,256,0,1
459,0,guided,256,0,1
459,1,uniform,256,0,1
459,1,stratified_beta_0,256,0,1
459,1,guided,256,0,1
460,0,uniform,256,0,1
460,0,stratified_beta_0,256,0,1
460,0,guided,256,0,1
460,1,uniform,256,0,1
460,1,stratified_beta_0,256,0,1
460,1,guided,256,0,1
461,0,uniform,256,0,1
461,0,stratified_beta_0,256,0,1
461,0,guided,256,0,1
461,1,uniform,256,0,1
461,1,stratified_beta_0,256,0,1
461,1,guided,256,0,1
462,0,uniform,256,0,1
462,0,stratified_beta_0,256,0,1
462,0,guided,256,0,1
462,1,uniform,256,0,1
462,1,stratified_beta_0,256,0,1
462,1,guided,256,0,1
463,0,uniform,256,0,1
463,0,stratified_beta_0,256,0,1
463,0,guided,256,0,1
463,1,uniform,256,0,1
463,1,stratified_beta_0,256,0,1
463,1,guided,256,0,1
464,0,uniform,256,0,1
464,0,stratified_beta_0,256,0,1
464,0,guided,256,0,1
464,1,uniform,256,0,1
464,1,stratified_beta_0,256,0,1
464,1,guided,256,0,1
465,0,uniform,256,0,1
465,0,stratified_beta_0,256,0,1
465,0,guided,256,0,1
465,1,uniform,256,0,1
465,1,stratified_beta_0,256,0,1
465,1,guided,256,0,1
466,0,uniform,256,0,1
466,0,stratified_beta_0,256,0,1
466,0,guided,256,0,1
466,1,uniform,256,0,1
466,1,stratified_beta_0,256,0,1
466,1,guided,256,0,1
467,0,uniform,256,0,1
467,0,stratified_beta_0,256,0,1
467,0,guided,256,0,1
467,1,uniform,256,0,1
467,1,stratified_beta_0,256,0,1
467,1,guided,256,0,1
468,0,uniform,256,0,1
468,0,stratified_beta_0,256,0,1
468,0,guided,256,0,1
468,1,uniform,256,0,1
468,1,stratified_beta_0,256,0,1
468,1,guided,256,0,1
469,0,uniform,256,0,1
469,0,stratified_beta_0,256,0,1
469,0,guided,256,0,1
469,1,uniform,256,0,1
469,1,stratified_beta_0,256,0,1
469,1,guided,256,0,1
470,0,uniform,256,0,1
470,0,stratified_beta_0,256,0,1
470,0,guided,256,0,1
470,1,uniform,256,0,1
470,1,stratified_beta_0,256,0,1
470,1,guided,256,0,1
471,0,uniform,256,0,1
471,0,stratified_beta_0,256,0,1
471,0,guided,256,0,1
471,1,uniform,256,0,1
471,1,stratified_beta_0,256,0,1
471,1,guided,256,0,1
472,0,uniform,256,0,1
472,0,stratified_beta_0,256,0,1
472,0,guided,256,0,1
472,1,uniform,256,0,1
472,1,stratified_beta_0,256,0,1
472,1,guided,256,0,1
473,0,uniform,256,0,1
473,0,stratified_beta_0,256,0,1
473,0,guided,256,0,1
473,1,uniform,256,0,1
473,1,stratified_beta_0,256,0,1
473,1,guided,256,0,1
474,0,uniform,256,0,1
474,0,stratified_beta_0,256,0,1
474,0,guided,256,0,1
474,1,uniform,256,0,1
474,1,stratified_beta_0,256,0,1
474,1,guided,256,0,1
475,0,uniform,256,0,1
475,0,stratified_beta_0,256,0,1
475,0,guided,256,0,1
475,1,uniform,256,0,1
475,1,stratified_beta_0,256,0,1
475,1,guided,256,0,1
476,0,uniform,256,0,1
476,0,stratified_beta_0,256,0,1
476,0,guided,256,0,1
476,1,uniform,256,0,1
476,1,stratified_beta_0,256,0,1
476,1,guided,256,0,1
477,0,uniform,256,0,1
477,0,stratified_beta_0,256,0,1
477,0,guided,256,0,1
477,1,uniform,256,0,1
477,1,stratified_beta_0,256,0,1
477,1,guided,256,0,1
478,0,uniform,256,0,1
478,0,stratified_beta_0,256,0,1
478,0,guided,256,0,1
478,1,uniform,256,0,1
478,1,stratified_beta_0,256,0,1
478,1,guided,256,0,1
479,0,uniform,256,0,1
479,0,stratified_beta_0,256,0,1
479,0,guided,256,0,1
479,1,uniform,256,0,1
479,1,stratified_beta_0,256,0,1
479,1,guided,256,0,1
480,0,uniform,256,0,1
480,0,stratified_beta_0,256,0,1
480,0,guided,256,0,1
480,1,uniform,256,0,1
480,1,stratified_beta_0,256,0,1
480,1,guided,256,0,1
481,0,uniform,256,0,1
481,0,stratified_beta_0,256,0,1
481,0,guided,256,0,1
481,1,uniform,256,0,1
481,1,stratified_beta_0,256,0,1
481,1,guided,256,0,1
482,0,uniform,256,0,1
482,0,stratified_beta_0,256,0,1
482,0,guided,256,0,1
482,1,uniform,256,0,1
482,1,stratified_beta_0,256,0,1
482,1,guided,256,0,1
483,0,uniform,256,0,1
483,0,stratified_beta_0,255,1,0
483,0,guided,256,0,1
483,1,uniform,256,0,1
483,1,stratified_beta_0,256,0,1
483,1,guided,256,0,1
484,0,uniform,256,0,1
484,0,stratified_beta_0,256,0,1
484,0,guided,256,0,1
484,1,uniform,256,0,1
484,1,stratified_beta_0,256,0,1
484,1,guided,256,0,1
485,0,uniform,256,0,1
485,0,stratified_beta_0,256,0,1
485,0,guided,256,0,1
485,1,uniform,256,0,1
485,1,stratified_beta_0,256,0,1
485,1,guided,256,0,1
486,0,uniform,256,0,1
486,0,stratified_beta_0,256,0,1
486,0,guided,256,0,1
486,1,uniform,256,0,1
486,1,stratified_beta_0,256,0,1
486,1,guided,256,0,1
487,0,uniform,256,0,1
487,0,stratified_beta_0,256,0,1
487,0,guided,256,0,1
487,1,uniform,256,0,1
487,1,stratified_beta_0,256,0,1
487,1,guided,256,0,1
488,0,uniform,256,0,1
488,0,stratified_beta_0,256,0,1
488,0,guided,256,0,1
488,1,uniform,256,0,1
488,1,stratified_beta_0,256,0,1
488,1,guided,256,0,1
489,0,uniform,256,0,1
489,0,stratified_beta_0,256,0,1
489,0,guided,256,0,1
489,1,uniform,256,0,1
489,1,stratified_beta_0,256,0,1
489,1,guided,256,0,1
490,0,uniform,256,0,1
490,0,stratified_beta_0,256,0,1
490,0,guided,256,0,1
490,1,uniform,256,0,1
490,1,stratified_beta_0,256,0,1
490,1,guided,256,0,1
491,0,uniform,256,0,1
491,0,stratified_beta_0,256,0,1
491,0,guided,256,0,1
491,1,uniform,256,0,1
491,1,stratified_beta_0,256,0,1
491,1,guided,256,0,1
492,0,uniform,256,0,1
492,0,stratified_beta_0,256,0,1
492,0,guided,256,0,1
492,1,uniform,256,0,1
492,1,stratified_beta_0,256,0,1
492,1,guided,256,0,1
493,0,uniform,256,0,1
493,0,stratified_beta_0,256,0,1
493,0,guided,256,0,1
493,1,uniform,256,0,1
493,1,stratified_beta_0,256,0,1
493,1,guided,256,0,1
494,0,uniform,256,0,1
494,0,stratified_beta_0,256,0,1
494,0,guided,256,0,1
494,1,uniform,256,0,1
494,1,stratified_beta_0,256,0,1
494,1,guided,256,0,1
495,0,uniform,256,0,1
495,0,stratified_beta_0,256,0,1
495,0,guided,256,0,1
495,1,uniform,256,0,1
495,1,stratified_beta_0,256,0,1
495,1,guided,256,0,1
496,0,uniform,256,0,1
496,0,stratified_beta_0,256,0,1
496,0,guided,256,0,1
496,1,uniform,256,0,1
496,1,stratified_beta_0,256,0,1
496,1,guided,256,0,1
497,0,uniform,256,0,1
497,0,stratified_beta_0,256,0,1
497,0,guided,256,0,1
497,1,uniform,256,0,1
497,1,stratified_beta_0,256,0,1
497,1,guided,256,0,1
498,0,uniform,256,0,1
498,0,stratified_beta_0,256,0,1
498,0,guided,256,0,1
498,1,uniform,256,0,1
498,1,stratified_beta_0,256,0,1
498,1,guided,256,0,1
499,0,uniform,256,0,1
499,0,stratified_beta_0,256,0,1
499,0,guided,256,0,1
499,1,uniform,256,0,1
499,1,stratified_beta_0,256,0,1
499,1,guided,256,0,1
